algorithm,tier,message_size,operation,sample,peak_python_heap_bytes,current_python_heap_bytes
AES-128-GCM,native-c,32,encrypt,1,81,0
AES-128-GCM,native-c,32,encrypt,2,81,0
AES-128-GCM,native-c,32,encrypt,3,81,0
AES-128-GCM,native-c,32,encrypt,4,81,0
AES-128-GCM,native-c,32,encrypt,5,81,0
AES-128-GCM,native-c,32,encrypt,6,81,0
AES-128-GCM,native-c,32,encrypt,7,81,0
AES-128-GCM,native-c,32,encrypt,8,81,0
AES-128-GCM,native-c,32,encrypt,9,81,0
AES-128-GCM,native-c,32,encrypt,10,81,0
AES-128-GCM,native-c,32,decrypt,1,65,0
AES-128-GCM,native-c,32,decrypt,2,65,0
AES-128-GCM,native-c,32,decrypt,3,65,0
AES-128-GCM,native-c,32,decrypt,4,65,0
AES-128-GCM,native-c,32,decrypt,5,65,0
AES-128-GCM,native-c,32,decrypt,6,65,0
AES-128-GCM,native-c,32,decrypt,7,65,0
AES-128-GCM,native-c,32,decrypt,8,65,0
AES-128-GCM,native-c,32,decrypt,9,65,0
AES-128-GCM,native-c,32,decrypt,10,65,0
AES-128-GCM,native-c,64,encrypt,1,113,0
AES-128-GCM,native-c,64,encrypt,2,113,0
AES-128-GCM,native-c,64,encrypt,3,113,0
AES-128-GCM,native-c,64,encrypt,4,113,0
AES-128-GCM,native-c,64,encrypt,5,113,0
AES-128-GCM,native-c,64,encrypt,6,113,0
AES-128-GCM,native-c,64,encrypt,7,113,0
AES-128-GCM,native-c,64,encrypt,8,113,0
AES-128-GCM,native-c,64,encrypt,9,113,0
AES-128-GCM,native-c,64,encrypt,10,113,0
AES-128-GCM,native-c,64,decrypt,1,97,0
AES-128-GCM,native-c,64,decrypt,2,97,0
AES-128-GCM,native-c,64,decrypt,3,97,0
AES-128-GCM,native-c,64,decrypt,4,97,0
AES-128-GCM,native-c,64,decrypt,5,97,0
AES-128-GCM,native-c,64,decrypt,6,97,0
AES-128-GCM,native-c,64,decrypt,7,97,0
AES-128-GCM,native-c,64,decrypt,8,97,0
AES-128-GCM,native-c,64,decrypt,9,97,0
AES-128-GCM,native-c,64,decrypt,10,97,0
AES-128-GCM,native-c,128,encrypt,1,177,0
AES-128-GCM,native-c,128,encrypt,2,177,0
AES-128-GCM,native-c,128,encrypt,3,177,0
AES-128-GCM,native-c,128,encrypt,4,177,0
AES-128-GCM,native-c,128,encrypt,5,177,0
AES-128-GCM,native-c,128,encrypt,6,177,0
AES-128-GCM,native-c,128,encrypt,7,177,0
AES-128-GCM,native-c,128,encrypt,8,177,0
AES-128-GCM,native-c,128,encrypt,9,177,0
AES-128-GCM,native-c,128,encrypt,10,177,0
AES-128-GCM,native-c,128,decrypt,1,161,0
AES-128-GCM,native-c,128,decrypt,2,161,0
AES-128-GCM,native-c,128,decrypt,3,161,0
AES-128-GCM,native-c,128,decrypt,4,161,0
AES-128-GCM,native-c,128,decrypt,5,161,0
AES-128-GCM,native-c,128,decrypt,6,161,0
AES-128-GCM,native-c,128,decrypt,7,161,0
AES-128-GCM,native-c,128,decrypt,8,161,0
AES-128-GCM,native-c,128,decrypt,9,161,0
AES-128-GCM,native-c,128,decrypt,10,161,0
AES-128-GCM,native-c,256,encrypt,1,305,0
AES-128-GCM,native-c,256,encrypt,2,305,0
AES-128-GCM,native-c,256,encrypt,3,305,0
AES-128-GCM,native-c,256,encrypt,4,305,0
AES-128-GCM,native-c,256,encrypt,5,305,0
AES-128-GCM,native-c,256,encrypt,6,305,0
AES-128-GCM,native-c,256,encrypt,7,305,0
AES-128-GCM,native-c,256,encrypt,8,305,0
AES-128-GCM,native-c,256,encrypt,9,305,0
AES-128-GCM,native-c,256,encrypt,10,305,0
AES-128-GCM,native-c,256,decrypt,1,289,0
AES-128-GCM,native-c,256,decrypt,2,289,0
AES-128-GCM,native-c,256,decrypt,3,289,0
AES-128-GCM,native-c,256,decrypt,4,289,0
AES-128-GCM,native-c,256,decrypt,5,289,0
AES-128-GCM,native-c,256,decrypt,6,289,0
AES-128-GCM,native-c,256,decrypt,7,289,0
AES-128-GCM,native-c,256,decrypt,8,289,0
AES-128-GCM,native-c,256,decrypt,9,289,0
AES-128-GCM,native-c,256,decrypt,10,289,0
AES-128-GCM,native-c,512,encrypt,1,561,0
AES-128-GCM,native-c,512,encrypt,2,561,0
AES-128-GCM,native-c,512,encrypt,3,561,0
AES-128-GCM,native-c,512,encrypt,4,561,0
AES-128-GCM,native-c,512,encrypt,5,561,0
AES-128-GCM,native-c,512,encrypt,6,561,0
AES-128-GCM,native-c,512,encrypt,7,561,0
AES-128-GCM,native-c,512,encrypt,8,561,0
AES-128-GCM,native-c,512,encrypt,9,561,0
AES-128-GCM,native-c,512,encrypt,10,561,0
AES-128-GCM,native-c,512,decrypt,1,545,0
AES-128-GCM,native-c,512,decrypt,2,545,0
AES-128-GCM,native-c,512,decrypt,3,545,0
AES-128-GCM,native-c,512,decrypt,4,545,0
AES-128-GCM,native-c,512,decrypt,5,545,0
AES-128-GCM,native-c,512,decrypt,6,545,0
AES-128-GCM,native-c,512,decrypt,7,545,0
AES-128-GCM,native-c,512,decrypt,8,545,0
AES-128-GCM,native-c,512,decrypt,9,545,0
AES-128-GCM,native-c,512,decrypt,10,545,0
AES-128-GCM,native-c,1024,encrypt,1,1073,0
AES-128-GCM,native-c,1024,encrypt,2,1073,0
AES-128-GCM,native-c,1024,encrypt,3,1073,0
AES-128-GCM,native-c,1024,encrypt,4,1073,0
AES-128-GCM,native-c,1024,encrypt,5,1073,0
AES-128-GCM,native-c,1024,encrypt,6,1073,0
AES-128-GCM,native-c,1024,encrypt,7,1073,0
AES-128-GCM,native-c,1024,encrypt,8,1073,0
AES-128-GCM,native-c,1024,encrypt,9,1073,0
AES-128-GCM,native-c,1024,encrypt,10,1073,0
AES-128-GCM,native-c,1024,decrypt,1,1057,0
AES-128-GCM,native-c,1024,decrypt,2,1057,0
AES-128-GCM,native-c,1024,decrypt,3,1057,0
AES-128-GCM,native-c,1024,decrypt,4,1057,0
AES-128-GCM,native-c,1024,decrypt,5,1057,0
AES-128-GCM,native-c,1024,decrypt,6,1057,0
AES-128-GCM,native-c,1024,decrypt,7,1057,0
AES-128-GCM,native-c,1024,decrypt,8,1057,0
AES-128-GCM,native-c,1024,decrypt,9,1057,0
AES-128-GCM,native-c,1024,decrypt,10,1057,0
AES-128-GCM,native-c,2048,encrypt,1,2097,0
AES-128-GCM,native-c,2048,encrypt,2,2097,0
AES-128-GCM,native-c,2048,encrypt,3,2097,0
AES-128-GCM,native-c,2048,encrypt,4,2097,0
AES-128-GCM,native-c,2048,encrypt,5,2097,0
AES-128-GCM,native-c,2048,encrypt,6,2097,0
AES-128-GCM,native-c,2048,encrypt,7,2097,0
AES-128-GCM,native-c,2048,encrypt,8,2097,0
AES-128-GCM,native-c,2048,encrypt,9,2097,0
AES-128-GCM,native-c,2048,encrypt,10,2097,0
AES-128-GCM,native-c,2048,decrypt,1,2081,0
AES-128-GCM,native-c,2048,decrypt,2,2081,0
AES-128-GCM,native-c,2048,decrypt,3,2081,0
AES-128-GCM,native-c,2048,decrypt,4,2081,0
AES-128-GCM,native-c,2048,decrypt,5,2081,0
AES-128-GCM,native-c,2048,decrypt,6,2081,0
AES-128-GCM,native-c,2048,decrypt,7,2081,0
AES-128-GCM,native-c,2048,decrypt,8,2081,0
AES-128-GCM,native-c,2048,decrypt,9,2081,0
AES-128-GCM,native-c,2048,decrypt,10,2081,0
AES-128-GCM,native-c,4096,encrypt,1,4145,0
AES-128-GCM,native-c,4096,encrypt,2,4145,0
AES-128-GCM,native-c,4096,encrypt,3,4145,0
AES-128-GCM,native-c,4096,encrypt,4,4145,0
AES-128-GCM,native-c,4096,encrypt,5,4145,0
AES-128-GCM,native-c,4096,encrypt,6,4145,0
AES-128-GCM,native-c,4096,encrypt,7,4145,0
AES-128-GCM,native-c,4096,encrypt,8,4145,0
AES-128-GCM,native-c,4096,encrypt,9,4145,0
AES-128-GCM,native-c,4096,encrypt,10,4145,0
AES-128-GCM,native-c,4096,decrypt,1,4129,0
AES-128-GCM,native-c,4096,decrypt,2,4129,0
AES-128-GCM,native-c,4096,decrypt,3,4129,0
AES-128-GCM,native-c,4096,decrypt,4,4129,0
AES-128-GCM,native-c,4096,decrypt,5,4129,0
AES-128-GCM,native-c,4096,decrypt,6,4129,0
AES-128-GCM,native-c,4096,decrypt,7,4129,0
AES-128-GCM,native-c,4096,decrypt,8,4129,0
AES-128-GCM,native-c,4096,decrypt,9,4129,0
AES-128-GCM,native-c,4096,decrypt,10,4129,0
